,H0_standard_dz_0_003,standard_dz_0_003,H0_standard_dz_0_03,standard_dz_0_03,H0_corrected_dz_0_003,corrected_dz_0_003,H0_corrected_dz_0_03,corrected_dz_0_03,H0_perfz,perfz
607,72.15215215215215,4.800184371446547e-18,72.15215215215215,1.1473171684793732e-06,71.07607607607608,0.001410110094698885,72.15215215215215,0.16792077629478516,71.07607607607608,1.0546250416576444e-05
608,72.17217217217217,2.335902717582309e-18,72.17217217217217,1.324592973676873e-06,71.08608608608608,0.0012603105102377621,72.17217217217217,0.16729719502207963,71.08608608608608,8.640034632248494e-06
609,72.1921921921922,1.129507366080889e-18,72.1921921921922,1.5282031289534586e-06,71.09609609609609,0.0011253970221780471,72.1921921921922,0.1666628924868596,71.09609609609609,7.066691569507528e-06
610,72.21221221221221,5.427014659398794e-19,72.21221221221221,1.7618915534774144e-06,71.10610610610611,0.0010040091338327445,72.21221221221221,0.166018029993825,71.10610610610611,5.770321882976785e-06
611,72.23223223223223,2.591019387496982e-19,72.23223223223223,2.029908541167288e-06,71.11611611611612,0.0008948974834476177,72.23223223223223,0.16536277041580208,71.11611611611612,4.703998703789796e-06
612,72.25225225225225,1.229187684792269e-19,72.25225225225225,2.337075389686642e-06,71.12612612612612,0.0007969161790775166,72.25225225225225,0.16469727812712498,71.12612612612612,3.828402558001852e-06
613,72.27227227227228,5.7943368225614e-20,72.27227227227228,2.688856722580469e-06,71.13613613613613,0.0007090155151066816,72.27227227227228,0.16402171893951867,71.13613613613613,3.1106507512556857e-06
614,72.29229229229229,2.714109724690435e-20,72.29229229229229,3.091441343195337e-06,71.14614614614615,0.0006302350669161625,72.29229229229229,0.16333626003860188,71.14614614614615,2.5232957765722165e-06
615,72.31231231231232,1.2632500426299664e-20,72.31231231231232,3.5518325401374064e-06,71.15615615615616,0.0005596971582704615,72.31231231231232,0.1626410699180965,71.15615615615616,2.0434702550362765e-06
616,72.33233233233233,5.842377658568732e-21,72.33233233233233,4.077948851607271e-06,71.16616616616616,0.0004966006943181699,72.33233233233233,0.16193631831639468,71.16616616616616,1.6521585905677757e-06
617,72.35235235235236,2.6849020440037597e-21,72.35235235235236,4.678736390419944e-06,71.17617617617617,0.0004402153516455046,72.35235235235236,0.16122217615147388,71.17617617617617,1.3335779268868202e-06
618,72.37237237237237,1.2260435750842646e-21,72.37237237237237,5.364293933144287e-06,71.18618618618619,0.00038987611560940496,72.37237237237237,0.16049881545614186,71.18618618618619,1.0746531546094056e-06
619,72.3923923923924,5.563167496972883e-22,72.3923923923924,6.146012086000268e-06,71.1961961961962,0.0003449781541461177,72.3923923923924,0.15976640931376448,71.1961961961962,8.645726471138471e-07
620,72.41241241241241,2.5082872123527202e-22,72.41241241241241,7.036727957158193e-06,71.2062062062062,0.0003049720164366321,72.41241241241241,0.1590251317954036,71.2062062062062,6.944131232249899e-07
621,72.43243243243244,1.123754433231539e-22,72.43243243243244,8.050896890309556e-06,71.21621621621621,0.0002693591441547479,72.43243243243244,0.15827515789359237,71.21621621621621,5.568235605830859e-07
622,72.45245245245245,5.002703060649052e-23,72.45245245245245,9.204782947972323e-06,71.22622622622623,0.00023768768253783524,72.45245245245245,0.15751666345960505,71.22622622622623,4.4575943276961556e-07
